worker9,worker1,123.854906810
worker9,worker10,28.253683526
worker8,worker10,628.393695534
worker9,worker1,54.804306738
worker9,worker10,107.468053126
worker9,worker11,75.207967510
worker7,worker10,16.993928448
worker9,worker10,23.964186494
worker7,worker10,16.727966988
worker7,worker10,23.892319234
worker7,worker10,38.908404978
worker9,worker13,35.974813382
worker9,worker1,24.089556348
worker9,worker10,35.300254184
worker9,worker10,13.368645221
worker9,worker10,17.313065759
worker9,worker1,128.639285060
worker9,worker1,162.382951980
