worker11,worker9,4.577386365
worker11,worker9,3.055563076
worker11,worker9,5.007657949
worker10 worker8 57.55
worker14 worker8 4.48
worker11,worker7,.159641128
worker11 worker9 6.73
worker1 worker9 3.44
worker1 worker9 6.79
worker1 worker9 56.98
worker1 worker9 139.97
worker1 worker9 27.86
worker10 worker9 7.27
worker10 worker9 20.39
worker10 worker7 9.77
worker10 worker7 18.61
