worker9,15,worker9,3
worker10,11
worker9,15,worker9,3
worker10,11,worker10,3
worker9,14,worker9,3
worker10,12,worker10,3
worker9,13,worker9,3
worker10,13,worker10,4
worker9,16
worker10,13
worker9,17
worker10,15
worker9,13,worker9,3
worker1,0
worker9,13,worker9,3
worker1,1
worker9,15,worker9,3
worker1,2,worker1,2
worker9,0,worker9,3
worker10,0,worker10,3
worker9,8,worker9,2
worker10,12,worker10,4
worker8,13
worker10,13
worker8,12,worker8,3
worker10,14,worker10,3
worker9,0,worker9,3
worker10,0,worker10,3
worker9,0,worker9,3
worker10,1,worker10,3
