worker9,worker1,71.536876857
worker9,worker10,14.019771062
worker8,worker10,53.188391311
worker9,worker1,21.607507869
worker9,worker10,26.110286264
worker9,worker11,14.901737381
worker7,worker10,8.303567859
worker9,worker10,13.593091921
worker7,worker10,8.122063998
worker7,worker10,10.355287890
worker7,worker10,14.900733803
worker9,worker13,13.156468725
worker9,worker1,3.927986488
worker9,worker10,6.001866533
worker9,worker10,.840128256
worker9,worker10,1.707378186
worker9,worker1,40.691468739
worker9,worker1,20.203263154
