worker8,worker10,14.177302610
worker6,worker13,2.140394415
worker18,worker4,16.124591881
worker8,worker10,5.314246323
worker9,worker10,3.491451157
worker8,worker4,4.209981919
worker8,worker10,4.939961973
worker8,worker15,3.192646341
worker18,worker3,7.877920879
worker16,worker15,14.774783613
worker18,worker15,53.686746732
worker3,worker21,145.252503664
worker16,worker17,10.490046528
worker19,worker18,19.157769893
worker12,worker18,7.434476496
worker19,worker1,26.943001838
worker8,worker18,4.909102672
worker8,worker16,7.426679638
worker1,worker15,125.452444288
