worker9,worker1,4.401514891
worker9,worker10,4.319609839
worker8,worker10,5.439268640
worker8,worker15,6.172560353
worker8,worker15,4.935933343
worker9,worker1,37.471736554
worker9,worker1,10.021153916
worker9,worker1,4.570228627
worker9,worker10,46.378868536
worker9,worker11,160.859060489
worker7,worker10,1.931065008
worker9,worker10,4.575033118
worker7,worker10,1.969367532
worker7,worker10,1.392952581
worker7,worker10,1.418378921
worker9,worker13,1.946200887
worker9,worker1,2.669884672
worker9,worker10,2.867755510
worker9,worker10,2.869798464
worker9,worker10,2.322827163
worker9,worker1,1.918001060
worker9,worker1,1.365396103
